page,rank,rank_change,product_id,product_name,price_band,shop_name,user_payment_amount,click_count,deal_count,click_deal_conversion,product_row_key,product_image_url,shop_image_url
9,83,83 首次上榜,3756059500382126890,认养一头牛A2 β-酪蛋白Hello Kitty纯牛奶200ml*10盒*4箱梦幻盖DP,¥199,认养一头牛官方旗舰店,¥100万 - ¥250万,10万 - 25万,"7,500 - 1万",5% - 7.5%,3756059500382126890_83,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/png_m_baae7216a46d68485f0991980f01cefc_sx_1434750_www1080-1080,https://p3-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/89cc62db0262443f9f83b05dcb9b1f1c~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818402192&x-signature=ubbk3Brt68%2FOdRjJ4RzBTbPuHYw%3D
9,84,84 2,3777493543053033682,夏日悦己｜后谷鎏金58冻干黑咖啡粉400次无蔗糖云南速溶美式咖啡豆,¥99-¥139,后谷咖啡官方旗舰店,¥100万 - ¥250万,10万 - 25万,1万 - 2.5万,15% - 20%,3777493543053033682_84,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/png_m_1229eb7bac2207962606a455fa56a8e7_sx_1805023_www1080-1080,https://p3-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/a1caa5208b494ebabb665527605e5dec~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818401903&x-signature=JPehTgNe50XkTY0zd4KN80Sj0tw%3D
9,85,85 4,3808091727579971664,【黑土限定】认养一头牛纯牛奶粉100%生牛乳高钙高蛋白700g/罐-FDB,¥69-¥238,认养一头牛奶粉旗舰店,¥100万 - ¥250万,5万 - 7.5万,"5,000 - 7,500",10% - 15%,3808091727579971664_85,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_bf3204c1be4f4da12e4e7d30245e02f4_sx_578283_www800-800,https://p6-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/3decec31906e4144994f25cf25a0ae02~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818404245&x-signature=MDIfV4G6Zc5caifUqdYoWhKWsHs%3D
9,86,86 33,3827259258211270858,【数量改5拍】到手700克寸泉MCT生酮咖啡升级款早餐速溶咖啡粉黄油,¥59,扁角鹿冲饮店,¥100万 - ¥250万,25万 - 50万,10万 - 25万,10% - 15%,3827259258211270858_86,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_6ef5475ea02d6d168c8492567f9f6af0_sx_641064_www1280-1280,https://p3-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/12d90b938b3c430ab88cb69590b489c2~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818404311&x-signature=%2FYX4HCgfXMUV4Ij%2BmGsS%2BhYI%2F8U%3D
9,87,87 首次上榜,3825631358433230881,【油切小青柑】天马柑+宫廷熟普 一颗喝整天 清爽不挑人 方便携带,¥99-¥198,星品膳福建省安溪洋誉茶业有限公司专卖店,¥100万 - ¥250万,7.5万 - 10万,"5,000 - 7,500",15% - 20%,3825631358433230881_87,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/png_m_e85bf7fc30021000fa8c783771c0fe56_sx_956066_www751-751,https://p6-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/135fb87f326b4ad69dffa49b623ed3d6~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818402797&x-signature=ajP4zwZD3iVmDuwv0d9KWOmbkBA%3D
9,88,88 26,3831499048246969022,伊利脱脂纯牛奶250ml*24盒*2箱 0脂肪营养健康早餐奶（7月）,¥119,伊利牛奶旗舰店,¥100万 - ¥250万,7.5万 - 10万,1万 - 2.5万,15% - 20%,3831499048246969022_88,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_6a958a59485d1a10359557aa8173921e_sx_310017_www800-800,https://p6-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/2aff81137ebd4f41b61a69982308184a~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818404251&x-signature=e%2B936aS9nlNVgzrurF0L4zDtzvI%3D
9,89,89 首次上榜,3831154370695790813,【营养师凯文专属】认养一头牛4.0蛋白脱脂纯牛奶200ml*12盒*2箱cn,¥79,认养一头牛旗舰店,¥100万 - ¥250万,10万 - 25万,1万 - 2.5万,15% - 20%,3831154370695790813_89,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_8825db943acc893ad632d6fe00908154_sx_422557_www800-800,https://p6-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/801b4f9e245f4e00815a956a8734fb3f~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818401835&x-signature=CYBpCQGqJ7zlxkS2b%2Fpd7Rmpy1g%3D
9,90,90 首次上榜,3822220336133439691,伊利脱脂纯牛奶250ml*24盒*2箱 0脂肪营养健康早餐奶（7-8月）,¥119,伊利牛奶旗舰店,¥100万 - ¥250万,10万 - 25万,1万 - 2.5万,15% - 20%,3822220336133439691_90,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_6a958a59485d1a10359557aa8173921e_sx_310017_www800-800,https://p6-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/2aff81137ebd4f41b61a69982308184a~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818404251&x-signature=e%2B936aS9nlNVgzrurF0L4zDtzvI%3D
10,91,91 首次上榜,3771765362316673049,【石家庄市中医院】杏仁七白饮全新配方 科学配比真材实料直播专享,¥39-¥79,石家庄市中医院养生茶旗舰店,¥100万 - ¥250万,10万 - 25万,1万 - 2.5万,20% - 25%,3771765362316673049_91,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_4c55e2030ca3a63800aa7a3fb6001150_sx_656343_www1000-1000,https://p3-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/3d37e45f07f74db8883d483784548bad~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818402665&x-signature=gO4R39bJ0VNwYnf8zf0HsISsA9Q%3D
10,92,92 31,3512056513067907289,茶口乐【清新口气润喉护齿】真茶鲜萃草本配比0糖0脂约会七夕茶含片,¥39-¥99,茶口乐官方旗舰店,¥100万 - ¥250万,10万 - 25万,2.5万 - 5万,20% - 25%,3512056513067907289_92,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_5c06173ab298edc495532c9f8cdeb769_sx_154319_www800-800,https://p6-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/63b20ca2e208433f849b0064d8312be2~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818404255&x-signature=wUFG1slqugJUJ7YlVuXfEN3vPfQ%3D
10,93,93 首次上榜,3828558400078348288,2026茉莉雪螺冷泡茶浓香型茉莉花茶浓香新茶花香奶香浓郁雪螺王八,¥49-¥89,源头甄选好茶,¥100万 - ¥250万,25万 - 50万,1万 - 2.5万,10% - 15%,3828558400078348288_93,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/png_m_55e2dad30ad52682d20a453c101d855a_sx_2375482_www1079-1079,https://p3-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/4520bbfabf0141bfbdd247575aee40a3~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818401529&x-signature=%2Brf3sTX1iMmHccleU9bLSY3yMpw%3D
10,94,94 首次上榜,3818917622221767132,【星小熊tritan杯】星巴克咖啡液冰美式加浓咖啡早餐打工人七夕礼物,¥239,星巴克家享咖啡咖啡旗舰店,¥100万 - ¥250万,10万 - 25万,"5,000 - 7,500",7.5% - 10%,3818917622221767132_94,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_3d8f9159d5322ae95d5e654212612755_sx_465019_www800-800,https://p6-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/e3e4b81e56264efd838fbe86f2c3bef9~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818403133&x-signature=ip8ChV4Iz742pBOX51SDSmoxo0w%3D
10,95,95 首次上榜,3819973076033077595,【白兰花茉莉花茶】大叶雪芽七窨,¥229,南山嘉茶,¥100万 - ¥250万,7.5万 - 10万,"5,000 - 7,500",10% - 15%,3819973076033077595_95,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/png_m_258f15173323124031646a8024084a60_sx_816133_www800-800,https://p6-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/99fa71c3aeaf45a59d15edf81ff09cba~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818401851&x-signature=M%2F6sQYi4ZrsaxXO8fBFQNTOKxMM%3D
10,96,96 -,3748052210290917871,【内蒙直发】正宗奶皮子酸奶无添加剂可嚼拌营养代餐,¥39-¥93,蒙域佳农奶制品企业店,¥100万 - ¥250万,10万 - 25万,1万 - 2.5万,15% - 20%,3748052210290917871_96,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_5b0fc4a573fc1d3f7576a7b20e4ee45c_sx_1108264_www1276-1276,https://p3-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/e9d4e7b7bef248a8a640d6e1c1190328~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818400931&x-signature=7%2BlITE6ed6fXOXITgjybNhAdqFM%3D
10,97,97 首次上榜,3836927657052864687,【999惊喜】福利礼包 - 茶膏,¥999,玺泉知意茶叶专卖店,¥100万 - ¥250万,"5,000 - 7,500","1,000 - 2,500",45% - 50%,3836927657052864687_97,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_c5e9380194dcb69b9b7d1c70ecbc3044_sx_407948_www2000-2000,https://p3-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/4d945de051a04fd9b2f92bf40d03efb0~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818401726&x-signature=0qt%2BHQpAhdRX8Lt6wSCeonnlhrw%3D
10,98,98 85,3780869634299920394,【新鲜日期】认养一头牛4.0蛋白质纯牛奶125ml*12盒*3箱营养早餐-cn,¥89,认养一头牛旗舰店,¥100万 - ¥250万,10万 - 25万,1万 - 2.5万,10% - 15%,3780869634299920394_98,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_be7262ad70c8e88c0f716a614d28d154_sx_387984_www800-800,https://p6-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/801b4f9e245f4e00815a956a8734fb3f~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818401835&x-signature=CYBpCQGqJ7zlxkS2b%2Fpd7Rmpy1g%3D
10,99,99 首次上榜,3831898280531460190,小妹家杏仁臻白饮一盒250克,¥65-¥195,葛家妹子葛家妹子营养食品专卖店,¥100万 - ¥250万,7.5万 - 10万,"5,000 - 7,500",15% - 20%,3831898280531460190_99,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/png_m_e875f746b9c43da3e10fd24823c4a5b7_sx_898605_www811-811,https://p6-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/138e60b816674ec9a3d045f6151d824e~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818403992&x-signature=ZYmzo8z%2BzPTewj8jHY0hTrSn2ec%3D
10,100,100 91,3750974069982495200,【认养一头牛】 4.0纯牛奶200ml*16盒*2箱-YH,¥89-¥158,认养一头牛官方旗舰店,¥100万 - ¥250万,7.5万 - 10万,1万 - 2.5万,15% - 20%,3750974069982495200_100,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_92888cc908a3f2f7bd2ec79e766d80b0_sx_667903_www1110-1110,https://p3-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/89cc62db0262443f9f83b05dcb9b1f1c~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818402192&x-signature=ubbk3Brt68%2FOdRjJ4RzBTbPuHYw%3D
11,101,101 首次上榜,3781776387803840900,【日夜搭配三件套】FITO菲途咖啡黑白绷带阿拉比卡拿铁咖啡S2,¥299,FITO官方旗舰店,¥100万 - ¥250万,7.5万 - 10万,"2,500 - 5,000",10% - 15%,3781776387803840900_101,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_c97a6e5b08fff1559488b175a61ce31a_sx_243436_www1200-1200,https://p6-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/d8ed4212f6c54796b8dd2c56b470c225~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818402797&x-signature=2QE2Nso9srK8gzm2L0S9701rxHA%3D
11,102,102 首次上榜,3836923233244939072,【2999惊喜】福利礼包 - 茶膏,¥2999,玺泉知意茶叶专卖店,¥100万 - ¥250万,"2,500 - 5,000",250 - 500,30% - 35%,3836923233244939072_102,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_c5e9380194dcb69b9b7d1c70ecbc3044_sx_407948_www2000-2000,https://p3-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/4d945de051a04fd9b2f92bf40d03efb0~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818401726&x-signature=0qt%2BHQpAhdRX8Lt6wSCeonnlhrw%3D
11,103,103 首次上榜,3775669421067075808,【送榨汁杯】5月日期安慕希希腊风味酸奶原味205g*10盒*3箱 wyy,¥119,安慕希官方旗舰店,¥100万 - ¥250万,7.5万 - 10万,"7,500 - 1万",15% - 20%,3775669421067075808_103,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/png_m_235d257b903d3d0d7efc43ca69bce547_sx_847433_www800-800,https://p3-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/3b12864a00e84e3b98f337b3b921ffee~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818404257&x-signature=t18%2BHXr46dnGhjaTC9gn30si7Ag%3D
11,104,104 75,3637754096380946681,【总监专属】春光100%NFC椰子水 果蔬汁0脂肪0添加白砂糖家庭欢享,¥249,春光饮品旗舰店,¥100万 - ¥250万,2.5万 - 5万,"5,000 - 7,500",25% - 30%,3637754096380946681_104,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_308177824852a54cfb3f9df1d009bca0_sx_753204_www800-800,https://p6-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/7f5a9b49f27547dbaee8619e002bfde8~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818403459&x-signature=W5jUIYB8H7OTDDrX%2BYrWyfG6XCo%3D
11,105,105 首次上榜,3797173718841688342,驼先锋【官方正品 品牌保障】骆美吉北纬47°新疆阿勒泰驼奶粉3罐装,¥298,驼先锋台电乳品专卖店,¥100万 - ¥250万,5万 - 7.5万,"2,500 - 5,000",10% - 15%,3797173718841688342_105,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_368cec3118927967a58fcb119db44e34_sx_235154_www1280-1280,https://p3-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/4dd48b314c3c457a80bae78d1882937e~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818401070&x-signature=RDFvtCRGa3tDmvsBWGjiL9p56OA%3D
11,106,106 首次上榜,3834415118389739808,【新品尝鲜】悦鲜活早餐生牛乳低温鲜牛奶A2-450ml*10瓶,¥99,悦鲜活官方旗舰店,¥100万 - ¥250万,10万 - 25万,1万 - 2.5万,10% - 15%,3834415118389739808_106,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_34bf79248dc1aa1445bc76a69c76d765_sx_648135_www800-800,https://p6-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/376e534e6ac14bf6bfe2c09f634f0751~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818401965&x-signature=UQghfRyxEa6uCV3fYMauKqhUrSc%3D
11,107,107 24,3721639391710544088,【明星同款】fiboo.c她练绿萃咖高配冷萃咖啡液黑咖啡绿茶绿原酸LCA,¥59-¥339,FIBOO她练官方旗舰店,¥100万 - ¥250万,10万 - 25万,"7,500 - 1万",5% - 7.5%,3721639391710544088_107,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_e67cf81de156c3de3db22c6e3f83c71d_sx_249639_www800-800,https://p3-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/4a6e28d2e4684f5d9d12fb78e8605cdc~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818403405&x-signature=grBrUBbOLWWMThpHnRzOns5LfFI%3D
11,108,108 54,3632431558167804337,【夏日限定包装】金豆芽金银花柚子汁儿童饮品三伏天解渴解馋必备,¥29-¥53,金豆芽官方旗舰店,¥100万 - ¥250万,50万 - 75万,2.5万 - 5万,10% - 15%,3632431558167804337_108,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_e4e4d7611d2bec80190ca46db32f8d16_sx_190184_www800-800,https://p3-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/0e7cb16eaff64f0e935f805b040b8216~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818401311&x-signature=k7dE50hHHEI0AI0wW1Z26n3KEHI%3D
11,109,109 首次上榜,3826121727683985712,Minayo美那有镁钾微泡片矿物质维生素运动功能饮料荔枝味 zb,¥69-¥129,minayo官方旗舰店,¥100万 - ¥250万,7.5万 - 10万,1万 - 2.5万,20% - 25%,3826121727683985712_109,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_9eaf2ce9963a67126e2784cf993ce4f5_sx_402713_www800-800,https://p6-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/53374880d8e8474baa35817d885120aa~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818404320&x-signature=kA8sx5P9ILUdI372s7Gu9K%2BVNE4%3D
11,110,110 首次上榜,3729619894266888629,西域美农欧若姆鲜奶皮plus奶皮子酸奶内蒙特产零食内蒙古奶制品,¥32-¥89,西域美农营养食品旗舰店,¥100万 - ¥250万,25万 - 50万,1万 - 2.5万,7.5% - 10%,3729619894266888629_110,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/png_m_9c60a26573b4dae127de8005c98c9c72_sx_1993927_www1254-1254,https://p6-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/08a2899b983345bf9759063118f3b1b5~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818401719&x-signature=NVGgyTVBB0%2Bbl7C5jIyWvrqaY54%3D
12,111,111 首次上榜,3728321755291452584,认养一头牛A2 β-酪蛋白纯牛奶250ml*10盒*4箱梦幻盖早餐营养DP,¥199,认养一头牛官方旗舰店,¥100万 - ¥250万,7.5万 - 10万,"5,000 - 7,500",15% - 20%,3728321755291452584_111,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/png_m_dc4d72e964e4151557f44534a521b742_sx_548437_www800-800,https://p3-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/89cc62db0262443f9f83b05dcb9b1f1c~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818402192&x-signature=ubbk3Brt68%2FOdRjJ4RzBTbPuHYw%3D
12,112,112 68,3684337581635535009,【自营】摩可纳正品黑咖啡美式经典8号/意式经典10号400g 【jy】,¥168,抖音商城进口超市,¥100万 - ¥250万,10万 - 25万,"5,000 - 7,500",7.5% - 10%,3684337581635535009_112,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_d11933406a1e51fb8eb00479945c34fb_sx_104719_www800-800,https://p6-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/f83c4470f58c42929f3dd3ef474ceccc~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818403529&x-signature=Vf3ymnhFtvR%2FtVonFLNy02ip%2FTM%3D
12,113,113 首次上榜,3832775883958124880,好羊纪有机纯羊奶粉全脂独立条装成人中老年,¥399,好羊纪臻选店,¥100万 - ¥250万,1万 - 2.5万,"2,500 - 5,000",20% - 25%,3832775883958124880_113,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/png_m_8de13e804f22591eed81458fadd73ca8_sx_222057_www800-800,https://p3-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/0b8fca1bc256410597d9917fbdac6af6~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818404408&x-signature=b%2FaFqDQpe3q7a6dkLp5EKrG3rbQ%3D
12,114,114 首次上榜,3836371214117503210,茉莉雪螺浓香型茉莉花茶，热泡冷热皆可泡，浓香新茶，花香奶香浓郁,¥15-¥79,小茹私房茶,¥100万 - ¥250万,25万 - 50万,2.5万 - 5万,10% - 15%,3836371214117503210_114,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_24f1a1ffb2404f7ab67de85c610231ef_sx_551540_www800-800,https://p6-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/860de5e9e12b422195b9cd20c4e6e38b~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818404381&x-signature=DeGYtmRdGVmsCaU6qtT9W48pGRw%3D
12,115,115 首次上榜,3806296068401004712,力湃得LIV小燃条【混合口味】0蔗糖高含量镁钾液体VB电解质冲饮,¥300,LIQUID I.V.官方旗舰店,¥100万 - ¥250万,7.5万 - 10万,"2,500 - 5,000",7.5% - 10%,3806296068401004712_115,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_212a4e459f013e92d9406b988dcae837_sx_445174_www800-800,https://p3-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/e46c0302002c4c4a9f70fc874ee68dd1~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818401828&x-signature=TwWzurE0t3oaWjLlAfB%2F5V3pBZo%3D
12,116,116 59,3766944772804182238,【好喝营养】 妙可蓝多成长酪乳牛奶儿童营养高钙优质蛋白好吸收xm,¥149,妙可蓝多官方旗舰店,¥100万 - ¥250万,10万 - 25万,1万 - 2.5万,20% - 25%,3766944772804182238_116,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/png_m_5bf83de9d737edf035641b539554c342_sx_597815_www800-800,https://p6-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/8755b7af727e4f6e93b4118f78d0014b~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818402586&x-signature=NEW4fBVM3X0qrN3PwlFFmwEtikU%3D
12,117,117 86,3811347903490949375,【100%纯藕粉】西湖纯藕粉*2罐2斤+袋装纯藕粉*2袋432克 共1432g,¥99,砚西湖营养食品旗舰店,¥100万 - ¥250万,7.5万 - 10万,1万 - 2.5万,15% - 20%,3811347903490949375_117,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_59cb6630d4cfa91634617986da8def0b_sx_131135_www804-804,https://p6-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/f6882863750445198b8d58eb20284c33~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818403642&x-signature=iSusyz9JlsbjQZvE0u%2FQpVQoljU%3D
12,118,118 首次上榜,3802238962744033438,[小罐茶焖泡茶]茉莉普洱桂花六堡石斛六堡陈皮白茶4盒磁吸焖焖杯,¥599,小罐茶官方旗舰店,¥100万 - ¥250万,5万 - 7.5万,"2,500 - 5,000",10% - 15%,3802238962744033438_118,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_9787f0032a2b2ed220010674def27bae_sx_435595_www800-800,https://p6-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/efff1e2037ac4cd4b83018f5ef7b3f3c~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818402206&x-signature=z1AZYmaxIcL0pOTjWfydpF1CF%2Bc%3D
12,119,119 26,3441513059259129824,【七夕狂欢】原始黄金官方新疆原产地正宗高钙骆驼奶粉送试喝装*2条,¥429-¥2376,原始黄金官方旗舰店,¥75万 - ¥100万,10万 - 25万,"1,000 - 2,500",1% - 2.5%,3441513059259129824_119,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_d647b5344a8baca63538033f0f62354b_sx_500703_www800-800,https://p6-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/c1cf09d00b8b4d119e9980b820e6f0d2~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818403038&x-signature=Hbzrt3L8nlS9KRlFh8G9yOvqCsc%3D
12,120,120 87,3791210146206711967,饮牛歌内蒙纯牛奶粉组合装营养浓郁新鲜常温适合早餐搭,¥59-¥114,饮牛歌食品旗舰店,¥75万 - ¥100万,10万 - 25万,1万 - 2.5万,10% - 15%,3791210146206711967_120,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_686808aeb89c152f556c2ab12d1aa198_sx_303503_www1440-1440,https://p3-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/13a3ac4406a04d319e0280db16fddce6~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818401057&x-signature=V8tHMOVUfqc%2FCSAUrInTpDd1FuM%3D
13,121,121 10,3653542355736347509,真零酸奶0蔗糖0代糖0乳糖大餐解腻酸奶D,¥29-¥99,真零官方旗舰店,¥75万 - ¥100万,25万 - 50万,2.5万 - 5万,10% - 15%,3653542355736347509_121,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_4eba8fda83b41dda57c0e4d3afb6f4ef_sx_338649_www800-800,https://p3-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/a1f1520fa1c34c49959075a2a845fea4~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818401965&x-signature=ZwKkTuvrFwN4yQDy1wSBylvJpm8%3D
13,122,122 首次上榜,3835552165817090244,【总裁上新】MODONG 魔胴柠檬风味冻干黑咖啡小魔杯美式超值7周装,¥259-¥999,MODONG MAGIC咖啡旗舰店,¥75万 - ¥100万,5万 - 7.5万,"2,500 - 5,000",10% - 15%,3835552165817090244_122,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/png_m_fc84a4114969a1eebdc35063f98c61a6_sx_1285467_www1200-1200,https://p6-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/7d5692ca1ed9496eba4b5cbc0f4367fe~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818401118&x-signature=fjpf6IvQNgeaokxbJoSroW%2Fbcns%3D
13,123,123 36,3542316325567369270,百菲酪 3.8g水牛奶200ml*20盒*2箱+4.0水牛纯牛奶*2盒营养早餐奶,¥159,百菲酪官方旗舰店,¥75万 - ¥100万,7.5万 - 10万,"5,000 - 7,500",10% - 15%,3542316325567369270_123,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/png_m_c241c285c7b067b6e29604ba4f375f36_sx_786594_www800-800,https://p6-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/4369e0a3b6fa4559a17ed47a19e7eb72~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818403488&x-signature=bdvLMuds0u8NuDxebO7yo7NQwSs%3D
